transaction_id,customer_id,bank_name,account_type,merchant_name,merchant_category,transaction_amount,currency,payment_method,upi_app,transaction_type,transaction_hour,transaction_day,transaction_month,customer_age,occupation,annual_income,state,city,device_type,device_brand,mobile_network,authentication_method,authentication_status,login_attempts,failed_login_count,previous_transactions,average_transaction_amount,account_balance,beneficiary_age_days,beneficiary_bank,merchant_risk_score,device_trust_score,ip_risk_score,transaction_distance_km,location_match,new_device,international_transaction,weekend_transaction,high_value_transaction,transaction_duration_sec,fraud_label
TXN1012001,CUST99103,HDFC Bank,Business,Zomato,E-Commerce,2675.48,INR,Debit Card,CRED,Bill Payment,20,Saturday,August,25,Homemaker,510195,Tamil Nadu,Trichy,Tablet,Apple,Jio,UPI PIN,Success,3,0,80,2953.38,614408.84,3383,Axis Bank,51.79,60.55,57.7,1475.63,Yes,No,No,Yes,No,192.13,Legitimate
TXN1012002,CUST43974,Canara Bank,Business,Amazon India,E-Commerce,7363.22,INR,RTGS,PhonePe,Money Transfer,13,Sunday,July,36,Business,887061,Bihar,Patna,Android,Samsung,Airtel,Biometric,Success,5,1,7,8541.11,785301.72,2618,Canara Bank,63.65,76.53,77.22,1834.48,No,No,No,Yes,No,241.25,Legitimate
TXN1012003,CUST66219,Bank of Baroda,Business,Swiggy,Grocery,4542.14,INR,Mobile Wallet,Navi,Recharge,12,Monday,February,29,Self-Employed,1200278,Assam,Guwahati,Laptop,Realme,Airtel,UPI PIN,Success,5,2,74,4037.9,213368.35,1135,State Bank of India,40.51,94.14,74.08,1929.76,Yes,No,No,Yes,No,136.66,Legitimate
TXN1012004,CUST97943,Kotak Mahindra Bank,Current,Swiggy,Fuel Station,2669.93,INR,Credit Card,Amazon Pay,Purchase,17,Monday,August,70,Retired,529868,Rajasthan,Jaipur,Android,OnePlus,Jio,Biometric,Success,3,1,112,1806.38,745243.62,1840,Union Bank of India,91.93,30.1,65.11,1091.66,Yes,No,No,Yes,No,112.0,Fraudulent
TXN1012005,CUST11657,Kotak Mahindra Bank,Current,Myntra,Restaurant,412.96,INR,Debit Card,Navi,Money Transfer,0,Sunday,December,20,Retired,410377,Rajasthan,Jaipur,Laptop,OnePlus,BSNL,OTP,Success,3,1,54,471.78,332237.22,947,Punjab National Bank,17.92,75.8,26.49,266.33,Yes,No,No,Yes,No,41.27,Legitimate
TXN1012006,CUST50430,Indian Bank,Salary,BookMyShow,Restaurant,6952.72,INR,Debit Card,PhonePe,Ticket Booking,20,Tuesday,December,78,Retired,2260749,Karnataka,Mysuru,Laptop,Samsung,BSNL,Biometric,Success,6,3,33,8376.07,620193.23,706,Union Bank of India,77.33,87.91,44.73,1169.59,Yes,Yes,No,No,No,10.36,Legitimate
TXN1012007,CUST60023,HDFC Bank,Savings,BSNL,Education,5362.05,INR,RTGS,PhonePe,Cash Withdrawal,14,Tuesday,September,77,Student,210174,Delhi,New Delhi,iPhone,Oppo,Jio,OTP,Success,1,0,74,7337.77,89333.35,3346,HDFC Bank,64.56,34.58,73.54,923.21,Yes,Yes,No,Yes,No,189.83,Legitimate
TXN1012008,CUST59392,Indian Bank,Savings,DMart,Telecom,1940.48,INR,Debit Card,CRED,Cash Withdrawal,1,Wednesday,December,72,Student,248581,Odisha,Bhubaneswar,iPhone,Vivo,Jio,Biometric,Success,4,1,95,1847.98,784407.92,3876,Indian Bank,17.81,81.59,76.25,1331.64,Yes,No,No,No,No,110.03,Legitimate
TXN1012009,CUST80778,Union Bank of India,Savings,Big Bazaar,Grocery,940.73,INR,RTGS,Amazon Pay,Purchase,7,Monday,May,21,Employee,1015312,West Bengal,Kolkata,Tablet,Motorola,BSNL,OTP,Success,4,2,79,1024.0,690558.56,399,Indian Bank,75.47,99.23,24.67,1342.7,Yes,No,No,Yes,No,111.26,Legitimate
TXN1012010,CUST38138,Union Bank of India,Savings,Amazon India,Grocery,5015.64,INR,Net Banking,CRED,Purchase,23,Monday,March,31,Farmer,829212,Telangana,Warangal,Laptop,Xiaomi,BSNL,Biometric,Success,3,1,43,5326.9,470513.53,998,Union Bank of India,28.75,58.6,87.78,1959.52,Yes,No,No,Yes,No,150.16,Legitimate
TXN1012011,CUST75774,Kotak Mahindra Bank,Current,Myntra,Telecom,3549.1,INR,Net Banking,Google Pay,Purchase,20,Sunday,September,42,Self-Employed,789227,Odisha,Bhubaneswar,iPhone,Samsung,Jio,OTP,Success,1,3,72,4771.72,661626.04,847,Kotak Mahindra Bank,42.27,61.22,95.73,1166.03,Yes,Yes,No,No,No,200.75,Legitimate
TXN1012012,CUST70786,Union Bank of India,Savings,Jio,Grocery,2791.21,INR,Debit Card,BHIM,Recharge,16,Saturday,October,58,Farmer,485465,Delhi,New Delhi,Tablet,Samsung,Airtel,MPIN,Success,1,1,89,2268.04,724023.91,2139,HDFC Bank,30.81,39.59,73.72,1779.41,Yes,Yes,No,Yes,No,93.6,Legitimate
TXN1012013,CUST42030,Indian Bank,Current,Reliance Fresh,Fuel Station,2607.46,INR,Debit Card,BHIM,Recharge,16,Tuesday,June,54,Retired,2045226,Karnataka,Bengaluru,Laptop,OnePlus,Airtel,UPI PIN,Failed,6,0,98,2478.49,126262.55,3983,Indian Bank,51.78,98.91,59.4,1330.46,Yes,No,No,Yes,No,181.89,Legitimate
TXN1012014,CUST28570,Indian Bank,Business,Swiggy,Travel,1629.59,INR,NEFT,CRED,Money Transfer,14,Saturday,December,70,Student,2473069,Uttar Pradesh,Kanpur,Android,OnePlus,Vi,UPI PIN,Failed,2,2,12,1958.7,234435.27,3415,Union Bank of India,62.25,38.54,93.96,1234.97,Yes,Yes,No,Yes,No,212.0,Legitimate
TXN1012015,CUST40385,Kotak Mahindra Bank,Savings,Zomato,Fuel Station,1337.64,INR,Debit Card,PhonePe,Money Transfer,15,Monday,November,63,Farmer,1490342,Haryana,Faridabad,Tablet,Realme,Airtel,MPIN,Success,5,1,45,1150.23,317452.44,2176,Union Bank of India,83.08,57.55,77.83,2113.84,Yes,Yes,No,Yes,No,175.5,Legitimate
TXN1012016,CUST77913,HDFC Bank,Business,Jio,Travel,4896.55,INR,RTGS,BHIM,Purchase,2,Saturday,December,80,Employee,1241632,West Bengal,Kolkata,iPhone,Apple,Airtel,Biometric,Success,4,1,57,4908.73,590896.81,3285,State Bank of India,59.59,30.29,15.37,692.47,Yes,No,No,No,No,242.26,Fraudulent
TXN1012017,CUST32306,HDFC Bank,Salary,Tata Power,Grocery,4333.63,INR,Debit Card,BHIM,Cash Withdrawal,20,Friday,October,18,Employee,221813,Kerala,Kochi,iPhone,Realme,Vi,MPIN,Success,5,1,34,4015.28,4428.52,364,Union Bank of India,56.94,37.2,66.53,503.75,Yes,No,No,No,No,94.16,Legitimate
TXN1012018,CUST78758,ICICI Bank,Salary,LIC India,E-Commerce,6051.38,INR,Credit Card,BHIM,Money Transfer,7,Friday,May,26,Government,223516,Tamil Nadu,Madurai,Laptop,Apple,Vi,OTP,Success,5,0,116,3780.76,513721.48,1433,Union Bank of India,89.83,44.09,98.19,56.11,Yes,No,No,Yes,No,43.39,Legitimate
TXN1012019,CUST81769,Axis Bank,Current,LIC India,Education,3071.87,INR,Debit Card,Google Pay,Ticket Booking,23,Saturday,January,57,Employee,288929,Tamil Nadu,Madurai,iPhone,Xiaomi,Airtel,UPI PIN,Success,5,2,83,2521.3,739858.85,2719,Union Bank of India,62.27,28.54,86.68,537.01,Yes,No,No,Yes,No,235.84,Legitimate
TXN1012020,CUST54752,Canara Bank,Salary,Zomato,Telecom,7313.78,INR,Net Banking,Amazon Pay,Bill Payment,18,Sunday,February,47,Employee,1904881,Odisha,Bhubaneswar,iPhone,Realme,Jio,UPI PIN,Success,2,3,45,5870.04,72153.22,904,Bank of Baroda,70.02,31.68,4.82,997.65,Yes,No,No,No,No,263.29,Legitimate
TXN1012021,CUST64842,HDFC Bank,Salary,Jio,E-Commerce,3381.0,INR,UPI,BHIM,Ticket Booking,8,Thursday,January,34,Business,416459,Telangana,Hyderabad,iPhone,Apple,Airtel,MPIN,Success,3,0,83,3217.26,604307.54,1177,Punjab National Bank,73.96,50.07,43.93,1002.09,No,No,No,No,No,21.54,Legitimate
TXN1012022,CUST29235,Bank of Baroda,Business,BSNL,Shopping Mall,1760.01,INR,UPI,Paytm,Purchase,12,Thursday,December,47,Farmer,466394,Punjab,Amritsar,Android,Vivo,Vi,UPI PIN,Success,4,2,24,2251.2,305987.38,3462,Bank of Baroda,62.72,86.9,37.14,11.24,Yes,No,No,Yes,No,14.51,Legitimate
TXN1012023,CUST59681,Kotak Mahindra Bank,Business,LIC India,Grocery,2902.22,INR,IMPS,Paytm,Purchase,10,Saturday,October,52,Self-Employed,1999166,Uttar Pradesh,Lucknow,Laptop,OnePlus,Vi,UPI PIN,Success,2,1,91,2293.96,515081.5,3158,Union Bank of India,84.22,64.09,41.35,1498.43,Yes,No,No,No,No,8.43,Legitimate
TXN1012024,CUST41026,Axis Bank,Salary,Jio,Travel,1771.76,INR,Credit Card,Google Pay,Purchase,18,Sunday,March,77,Business,1632354,Rajasthan,Jaipur,Tablet,OnePlus,Airtel,MPIN,Success,1,1,87,1068.64,431886.04,2238,Union Bank of India,71.01,73.85,97.58,2376.79,Yes,No,No,No,No,55.9,Legitimate
TXN1012025,CUST91075,Bank of Baroda,Business,Big Bazaar,Fuel Station,2044.09,INR,Debit Card,PhonePe,Money Transfer,7,Sunday,February,32,Government,2206007,Maharashtra,Mumbai,Tablet,Vivo,Vi,UPI PIN,Success,5,2,76,1997.33,472192.69,2690,ICICI Bank,55.96,64.49,19.32,1703.88,Yes,No,No,No,No,33.83,Fraudulent
TXN1012026,CUST84840,Axis Bank,Salary,BookMyShow,Grocery,3759.0,INR,IMPS,Amazon Pay,Ticket Booking,20,Wednesday,July,41,Farmer,433915,Punjab,Amritsar,Android,Xiaomi,Airtel,OTP,Success,6,2,120,2682.09,708712.81,401,State Bank of India,90.17,51.6,34.14,2418.57,Yes,No,No,No,No,94.61,Legitimate
TXN1012027,CUST33688,Canara Bank,Current,LIC India,Hospital,3241.77,INR,IMPS,Amazon Pay,Purchase,0,Tuesday,September,57,Business,1957875,Tamil Nadu,Trichy,iPhone,Vivo,BSNL,OTP,Success,2,2,19,4060.52,669999.12,2200,Bank of Baroda,64.02,54.88,99.65,1246.99,Yes,No,No,Yes,No,105.36,Legitimate
TXN1012028,CUST30677,Punjab National Bank,Business,BSNL,Utility Bill,1777.71,INR,Mobile Wallet,Paytm,Ticket Booking,20,Sunday,March,53,Business,1562367,Punjab,Amritsar,Laptop,OnePlus,BSNL,Biometric,Success,5,0,118,2439.28,401735.63,2072,Indian Bank,72.83,99.72,96.7,943.55,Yes,No,No,No,No,53.49,Legitimate
TXN1012029,CUST50780,Bank of Baroda,Business,Flipkart,Shopping Mall,388.45,INR,UPI,Google Pay,Bill Payment,23,Tuesday,June,25,Farmer,839760,Delhi,New Delhi,Tablet,Xiaomi,Airtel,Biometric,Success,6,1,12,373.5,65118.35,1616,Indian Bank,84.22,52.81,17.33,1101.48,Yes,No,No,No,No,101.49,Legitimate
TXN1012030,CUST72757,HDFC Bank,Salary,Apollo Pharmacy,Hospital,6246.19,INR,RTGS,Google Pay,Money Transfer,23,Tuesday,October,53,Self-Employed,1551967,Odisha,Bhubaneswar,Android,Xiaomi,Airtel,Biometric,Success,5,2,32,4065.98,602853.51,3514,HDFC Bank,62.52,93.16,7.19,959.44,Yes,No,No,Yes,No,23.42,Legitimate
TXN1012031,CUST66292,Indian Bank,Salary,LIC India,Telecom,4307.27,INR,RTGS,Google Pay,Money Transfer,17,Sunday,August,59,Farmer,1536581,Tamil Nadu,Madurai,Android,Xiaomi,Vi,MPIN,Success,4,2,74,3368.97,192852.95,797,Kotak Mahindra Bank,15.39,86.89,53.2,505.26,Yes,No,No,Yes,No,181.57,Legitimate
TXN1012032,CUST65039,Kotak Mahindra Bank,Current,Bharat Petroleum,Travel,2031.69,INR,IMPS,CRED,Ticket Booking,5,Tuesday,April,70,Student,2344898,Odisha,Bhubaneswar,Laptop,Xiaomi,BSNL,MPIN,Success,1,0,10,2428.82,623174.13,3744,Union Bank of India,54.85,71.68,74.27,393.82,Yes,No,No,Yes,No,82.4,Legitimate
TXN1012033,CUST72633,Axis Bank,Current,LIC India,Telecom,505.27,INR,IMPS,Paytm,Cash Withdrawal,11,Saturday,January,34,Employee,411432,Kerala,Kochi,Tablet,Oppo,Airtel,Biometric,Success,1,3,74,355.84,426682.87,930,Punjab National Bank,19.61,76.3,9.99,305.82,Yes,No,No,Yes,No,215.34,Legitimate
TXN1012034,CUST63896,Canara Bank,Salary,Bharat Petroleum,E-Commerce,5204.71,INR,Debit Card,Google Pay,Ticket Booking,6,Wednesday,November,30,Student,1021512,Rajasthan,Jodhpur,Tablet,Oppo,Vi,Biometric,Success,5,0,28,7039.12,218713.52,3873,State Bank of India,33.17,46.07,39.99,1112.44,Yes,Yes,No,No,No,299.35,Legitimate
TXN1012035,CUST49604,State Bank of India,Savings,Zomato,Pharmacy,2883.96,INR,Mobile Wallet,CRED,Recharge,1,Monday,January,80,Student,1210985,Maharashtra,Nagpur,Laptop,Apple,BSNL,MPIN,Success,3,3,113,3361.58,332352.36,2340,Punjab National Bank,5.74,43.16,46.62,922.22,Yes,No,No,Yes,No,196.02,Legitimate
TXN1012036,CUST37784,HDFC Bank,Savings,Swiggy,Fuel Station,1528.39,INR,Credit Card,PhonePe,Ticket Booking,22,Saturday,November,50,Business,1354916,Rajasthan,Jodhpur,Android,OnePlus,Jio,OTP,Success,3,1,65,2123.11,716870.55,15,HDFC Bank,34.7,27.75,57.6,401.5,Yes,No,No,Yes,No,171.71,Legitimate
TXN1012037,CUST93742,Punjab National Bank,Savings,IRCTC,Grocery,719.65,INR,Mobile Wallet,Navi,Bill Payment,5,Sunday,April,20,Student,2197218,Karnataka,Mysuru,Laptop,Vivo,Jio,MPIN,Success,1,1,40,699.42,301758.51,320,ICICI Bank,87.59,36.16,51.99,1460.95,Yes,Yes,No,Yes,No,40.93,Fraudulent
TXN1012038,CUST81626,Bank of Baroda,Business,BSNL,Hospital,4174.24,INR,Debit Card,Paytm,Cash Withdrawal,16,Saturday,September,41,Employee,777957,West Bengal,Kolkata,iPhone,Vivo,Vi,Biometric,Failed,5,0,119,3267.12,502003.62,3163,Bank of Baroda,63.72,49.45,2.57,1757.69,Yes,No,No,No,No,66.6,Legitimate
TXN1012039,CUST38771,Canara Bank,Business,Myntra,Shopping Mall,1381.36,INR,Net Banking,PhonePe,Recharge,22,Saturday,July,30,Employee,729204,Bihar,Patna,Tablet,OnePlus,Airtel,MPIN,Success,6,3,18,899.38,320087.0,742,Punjab National Bank,79.05,44.01,86.73,880.61,Yes,Yes,No,Yes,No,170.27,Legitimate
TXN1012040,CUST86934,Bank of Baroda,Current,LIC India,Pharmacy,3745.07,INR,NEFT,Google Pay,Cash Withdrawal,6,Monday,September,29,Government,1074275,Telangana,Warangal,Tablet,Apple,Jio,UPI PIN,Success,6,0,25,4253.19,140157.06,1037,ICICI Bank,7.15,64.52,41.49,2174.22,Yes,No,No,No,No,91.43,Legitimate
TXN1012041,CUST79329,HDFC Bank,Savings,DMart,Shopping Mall,5330.99,INR,IMPS,CRED,Money Transfer,2,Thursday,July,24,Student,1529878,Odisha,Bhubaneswar,Laptop,Apple,BSNL,OTP,Success,5,2,58,6146.73,787042.35,3782,ICICI Bank,61.17,73.88,30.68,2328.7,Yes,No,No,Yes,No,82.91,Legitimate
TXN1012042,CUST25793,Canara Bank,Business,Zomato,Travel,3499.25,INR,Debit Card,Amazon Pay,Money Transfer,14,Saturday,May,74,Retired,969471,Rajasthan,Jaipur,Android,Oppo,Airtel,UPI PIN,Success,2,0,24,3104.56,98238.05,3787,Canara Bank,62.01,81.72,98.78,1261.14,Yes,No,No,No,No,90.64,Fraudulent
TXN1012043,CUST30372,Punjab National Bank,Savings,BSNL,Pharmacy,3604.79,INR,NEFT,Navi,Recharge,5,Friday,February,73,Student,959766,Kerala,Kochi,iPhone,Realme,Jio,UPI PIN,Success,6,3,94,4047.22,111835.27,3242,Kotak Mahindra Bank,59.03,85.92,92.77,1015.41,Yes,No,No,No,No,174.53,Legitimate
TXN1012044,CUST81464,Kotak Mahindra Bank,Salary,Myntra,Utility Bill,2965.69,INR,UPI,Amazon Pay,Recharge,7,Monday,November,73,Business,1210625,Assam,Guwahati,Laptop,Apple,BSNL,MPIN,Success,5,2,56,2310.19,203451.4,2135,HDFC Bank,99.45,67.88,14.67,1110.66,Yes,No,No,No,No,238.5,Legitimate
TXN1012045,CUST15454,Punjab National Bank,Current,IRCTC,Grocery,2063.43,INR,Mobile Wallet,Amazon Pay,Money Transfer,6,Wednesday,January,25,Business,577984,Karnataka,Mysuru,Laptop,Samsung,BSNL,Biometric,Failed,5,3,8,1835.73,173143.52,1146,Bank of Baroda,79.08,39.36,68.73,851.06,Yes,No,No,No,No,14.32,Legitimate
TXN1012046,CUST60513,Indian Bank,Business,Jio,Travel,1324.21,INR,Net Banking,Paytm,Recharge,4,Wednesday,June,31,Student,417672,Bihar,Patna,Tablet,OnePlus,BSNL,OTP,Success,4,1,1,1205.68,291499.56,672,ICICI Bank,29.36,32.64,64.64,1832.89,Yes,No,No,No,No,44.95,Legitimate
TXN1012047,CUST11522,Union Bank of India,Business,Big Bazaar,Education,2283.51,INR,IMPS,Amazon Pay,Cash Withdrawal,19,Sunday,May,52,Homemaker,2171862,Punjab,Amritsar,Android,Motorola,Vi,MPIN,Success,6,3,39,3086.43,301267.55,2771,Punjab National Bank,89.92,23.54,32.75,1543.16,Yes,No,No,Yes,No,276.05,Legitimate
TXN1012048,CUST16851,ICICI Bank,Salary,Myntra,E-Commerce,3163.43,INR,IMPS,Paytm,Bill Payment,20,Monday,October,28,Self-Employed,1571386,Karnataka,Hubli,Tablet,Realme,Jio,UPI PIN,Success,5,1,84,4060.82,714518.4,1259,Bank of Baroda,74.9,80.15,36.54,1409.03,Yes,No,No,No,No,278.67,Legitimate
TXN1012049,CUST20541,State Bank of India,Current,Flipkart,Utility Bill,2659.1,INR,Debit Card,CRED,Recharge,7,Friday,July,78,Student,472190,Haryana,Gurugram,Tablet,Samsung,Jio,OTP,Success,5,2,106,3628.22,308196.9,3717,State Bank of India,81.91,89.77,87.82,723.96,Yes,No,No,Yes,No,20.91,Legitimate
TXN1012050,CUST56428,Axis Bank,Business,BSNL,Pharmacy,5140.67,INR,Credit Card,CRED,Bill Payment,1,Thursday,January,66,Homemaker,1287423,Uttar Pradesh,Lucknow,Tablet,Samsung,Airtel,UPI PIN,Success,4,2,110,3558.17,479980.44,1538,State Bank of India,41.27,83.05,87.43,818.63,Yes,No,No,Yes,No,252.1,Legitimate
TXN1012051,CUST17338,Union Bank of India,Savings,Reliance Fresh,Restaurant,3351.19,INR,Debit Card,Paytm,Purchase,9,Wednesday,October,75,Employee,415302,West Bengal,Kolkata,Laptop,Vivo,BSNL,Biometric,Success,6,2,119,2331.06,450170.17,798,Indian Bank,43.52,23.11,52.79,1822.56,Yes,Yes,No,No,No,240.37,Legitimate
TXN1012052,CUST86587,Axis Bank,Business,Bharat Petroleum,Shopping Mall,467.62,INR,Net Banking,CRED,Bill Payment,1,Monday,September,26,Government,284568,Odisha,Bhubaneswar,iPhone,Vivo,Airtel,OTP,Success,5,3,54,391.34,678549.74,1262,Punjab National Bank,90.37,89.6,2.24,2053.01,No,No,No,No,No,66.76,Legitimate
TXN1012053,CUST81311,Canara Bank,Savings,Jio,Hospital,1912.41,INR,Credit Card,PhonePe,Money Transfer,9,Sunday,January,46,Business,1421527,Rajasthan,Jodhpur,Android,Motorola,Vi,Biometric,Success,1,3,115,2447.77,543224.46,2013,Kotak Mahindra Bank,5.41,36.27,82.62,1652.19,Yes,No,No,No,No,40.09,Legitimate
TXN1012054,CUST63581,HDFC Bank,Business,Reliance Fresh,Telecom,1546.74,INR,Debit Card,CRED,Recharge,0,Tuesday,December,27,Homemaker,2296853,Odisha,Bhubaneswar,Tablet,Motorola,Jio,Biometric,Success,3,3,87,1223.6,524794.74,1212,State Bank of India,65.07,21.86,67.37,2492.91,Yes,No,No,No,No,29.62,Fraudulent
TXN1012055,CUST50388,HDFC Bank,Salary,Swiggy,Hospital,2209.68,INR,Net Banking,Paytm,Bill Payment,21,Wednesday,February,44,Government,771949,Gujarat,Vadodara,iPhone,Motorola,Jio,UPI PIN,Success,3,0,9,2641.15,37787.75,976,Bank of Baroda,23.49,37.16,4.12,941.17,Yes,No,No,No,No,191.07,Legitimate
TXN1012056,CUST97970,State Bank of India,Savings,Big Bazaar,Shopping Mall,561.77,INR,Mobile Wallet,Paytm,Money Transfer,14,Sunday,April,50,Government,2277336,Tamil Nadu,Chennai,Laptop,Apple,Jio,Biometric,Failed,2,3,59,357.62,337924.93,2194,HDFC Bank,10.48,98.91,98.36,1331.03,Yes,Yes,No,Yes,No,51.84,Fraudulent
TXN1012057,CUST43909,HDFC Bank,Business,BSNL,Restaurant,3503.83,INR,IMPS,Google Pay,Bill Payment,5,Tuesday,May,63,Government,1291206,West Bengal,Kolkata,iPhone,Xiaomi,Airtel,OTP,Success,5,0,99,3881.42,203750.53,3835,Kotak Mahindra Bank,25.68,32.65,46.31,662.82,Yes,No,No,Yes,No,218.46,Legitimate
TXN1012058,CUST90905,Bank of Baroda,Salary,Myntra,E-Commerce,4011.51,INR,Mobile Wallet,Paytm,Cash Withdrawal,11,Thursday,February,60,Student,910977,West Bengal,Kolkata,Laptop,OnePlus,BSNL,UPI PIN,Success,6,2,56,4210.18,518251.7,393,Indian Bank,51.93,63.68,73.28,1567.97,Yes,No,No,Yes,No,159.58,Legitimate
TXN1012059,CUST74442,Canara Bank,Savings,DMart,Hospital,3681.27,INR,Mobile Wallet,CRED,Purchase,21,Sunday,April,22,Government,2184653,Delhi,New Delhi,iPhone,OnePlus,Vi,Biometric,Success,2,0,82,2778.79,444999.34,2229,Punjab National Bank,27.71,51.0,2.29,660.44,Yes,No,No,No,No,80.7,Legitimate
TXN1012060,CUST91586,Kotak Mahindra Bank,Salary,Airtel,Grocery,3820.4,INR,Credit Card,Google Pay,Bill Payment,20,Tuesday,June,35,Business,1228009,Kerala,Kochi,Tablet,Realme,BSNL,MPIN,Success,4,2,112,4742.78,399917.89,2316,Kotak Mahindra Bank,50.08,94.37,99.79,2441.7,Yes,No,No,Yes,No,161.27,Legitimate
TXN1012061,CUST44966,Indian Bank,Current,Tata Power,Utility Bill,2316.28,INR,NEFT,CRED,Purchase,15,Wednesday,August,38,Retired,2356410,Kerala,Kochi,Laptop,Samsung,Jio,UPI PIN,Success,2,2,39,2210.71,474973.91,3304,Kotak Mahindra Bank,42.79,35.34,47.38,1337.27,Yes,No,No,Yes,No,82.07,Legitimate
TXN1012062,CUST45772,Kotak Mahindra Bank,Salary,Jio,Fuel Station,1447.28,INR,RTGS,Navi,Bill Payment,21,Tuesday,July,44,Homemaker,1495088,Kerala,Kochi,Tablet,Motorola,Jio,Biometric,Success,6,2,64,2011.04,189306.54,1897,Bank of Baroda,43.08,96.52,42.93,793.93,Yes,No,No,Yes,No,81.21,Legitimate
TXN1012063,CUST39143,Axis Bank,Business,Reliance Fresh,Telecom,5566.72,INR,NEFT,PhonePe,Money Transfer,15,Thursday,October,31,Employee,923132,Odisha,Bhubaneswar,iPhone,Vivo,Vi,Biometric,Success,1,0,103,7056.77,146822.58,1326,Bank of Baroda,7.33,56.74,52.34,2274.29,Yes,No,No,Yes,No,261.13,Legitimate
TXN1012064,CUST65356,State Bank of India,Current,Apollo Pharmacy,Travel,5106.81,INR,UPI,Navi,Money Transfer,10,Friday,April,44,Student,384371,Delhi,New Delhi,Android,Samsung,BSNL,Biometric,Success,2,0,73,6694.47,237176.89,643,Axis Bank,43.02,54.56,20.32,871.45,No,Yes,No,Yes,No,194.96,Legitimate
TXN1012065,CUST49472,Union Bank of India,Current,Zomato,Travel,2729.7,INR,RTGS,Navi,Purchase,15,Saturday,October,29,Retired,575144,Kerala,Kochi,Tablet,Samsung,Airtel,UPI PIN,Success,1,2,46,1913.04,782512.48,1188,Indian Bank,23.16,69.44,34.34,2152.23,Yes,Yes,Yes,No,No,270.35,Legitimate
TXN1012066,CUST92200,ICICI Bank,Business,BSNL,Fuel Station,3186.8,INR,Net Banking,Google Pay,Money Transfer,6,Monday,December,21,Business,891967,Maharashtra,Mumbai,Laptop,Vivo,Jio,MPIN,Success,5,3,55,3210.02,613344.3,90,Union Bank of India,90.5,95.17,22.17,2462.96,Yes,No,No,No,No,51.61,Legitimate
TXN1012067,CUST82154,Axis Bank,Savings,Flipkart,Fuel Station,7297.01,INR,IMPS,Amazon Pay,Ticket Booking,21,Monday,December,26,Business,479042,Assam,Guwahati,iPhone,OnePlus,BSNL,MPIN,Success,2,1,98,9550.48,87200.05,1976,Bank of Baroda,90.16,30.75,96.52,291.33,No,No,No,No,No,38.68,Legitimate
TXN1012068,CUST79229,Canara Bank,Business,Reliance Fresh,Education,1695.71,INR,Net Banking,CRED,Purchase,21,Sunday,April,30,Retired,1930761,Kerala,Kochi,Android,Xiaomi,Airtel,Biometric,Success,1,1,8,1945.04,762958.6,1831,Bank of Baroda,70.95,72.19,55.63,641.2,Yes,No,No,No,No,157.8,Legitimate
TXN1012069,CUST25910,Union Bank of India,Salary,LIC India,E-Commerce,5482.13,INR,Credit Card,Paytm,Purchase,8,Tuesday,October,40,Farmer,2265243,Odisha,Bhubaneswar,Laptop,Realme,Jio,UPI PIN,Success,2,0,3,6089.38,672933.31,736,State Bank of India,25.25,93.64,66.88,427.05,Yes,Yes,No,No,No,157.7,Legitimate
TXN1012070,CUST19479,Canara Bank,Business,Myntra,Restaurant,1340.34,INR,Mobile Wallet,Navi,Cash Withdrawal,13,Saturday,February,67,Homemaker,2209287,Karnataka,Bengaluru,Android,Xiaomi,Jio,Biometric,Success,5,3,105,906.4,527650.12,2154,Punjab National Bank,39.05,37.98,50.87,2372.49,Yes,No,No,Yes,No,122.35,Legitimate
TXN1012071,CUST81056,Bank of Baroda,Business,Bharat Petroleum,Shopping Mall,4640.13,INR,Net Banking,CRED,Money Transfer,3,Saturday,April,20,Government,2167122,Punjab,Ludhiana,iPhone,Apple,BSNL,MPIN,Success,6,1,102,5445.76,262341.57,3873,Canara Bank,44.84,32.31,48.91,2263.37,Yes,No,No,No,No,93.62,Legitimate
TXN1012072,CUST72858,Union Bank of India,Business,BSNL,Shopping Mall,2943.45,INR,Credit Card,BHIM,Bill Payment,12,Monday,January,18,Student,1640091,Telangana,Hyderabad,Android,Xiaomi,Jio,OTP,Success,6,2,66,2942.82,738312.53,1848,HDFC Bank,57.48,89.83,63.82,782.01,Yes,No,Yes,No,No,248.6,Legitimate
TXN1012073,CUST86697,Canara Bank,Current,Zomato,E-Commerce,3932.82,INR,Mobile Wallet,Navi,Bill Payment,17,Tuesday,April,28,Student,2182664,Maharashtra,Mumbai,Laptop,Xiaomi,Jio,MPIN,Success,1,3,80,5272.17,163174.0,2172,Bank of Baroda,68.15,90.03,53.17,1024.29,Yes,No,No,No,No,56.6,Legitimate
TXN1012074,CUST71181,State Bank of India,Business,Reliance Fresh,Grocery,3940.87,INR,UPI,CRED,Money Transfer,22,Tuesday,October,29,Student,2448504,Maharashtra,Nagpur,Android,Xiaomi,BSNL,UPI PIN,Success,4,0,89,3725.45,741100.64,1878,Punjab National Bank,53.48,47.26,18.83,845.32,No,No,No,Yes,No,205.17,Legitimate
